CpGs,Monocytes_EPIC,B-cells_EPIC,CD4T-cells_EPIC,NK-cells_EPIC,CD8T-cells_EPIC,Neutrophils_EPIC,Erythrocyte_progenitors,Adipocytes,Cortical_neurons,Hepatocytes,Lung_cells,Pancreatic_beta_cells,Pancreatic_acinar_cells,Pancreatic_duct_cells,Vascular_endothelial_cells,Colon_epithelial_cells,Left_atrium,Bladder,Breast,Head_and_neck_larynx,Kidney,Prostate,Thyroid,Upper_GI,Uterus_cervix
chr6:31572663,0.9232,0.3011,0.1446,0.7691,0.1602,0.9129,0.9392,0.9362,0.9192,0.7852,0.9025,0.89725,0.8208,0.8717,0.8708,0.8975,0.9035,0.8821,0.9129,0.8926,0.9382,0.9235,0.9193,0.8699,0.9199
chr6:31572684,0.9446,0.1755,0.0811,0.6376,0.1124,0.9301,0.9816,0.9682,0.9516,0.7862,0.9158,0.8937,0.8483,0.9393,0.8029999999999999,0.9531,0.9396,0.7922,0.8742,0.8409,0.9165,0.8896,0.8851,0.7843,0.9053
chr6:31572679,0.8975,0.292,0.1762,0.6716,0.2121,0.8895,0.883,0.8505,0.8522,0.7923,0.8405,0.714975,0.8119,0.8637,0.7988,0.8478,0.8602,0.8003,0.8533,0.8196,0.8701,0.8465,0.8305,0.7867,0.8492
chr6:31572634,0.7389,0.2094,0.1641,0.4239,0.1754,0.6969,0.7379,0.6155,0.7088,0.4046,0.5212,0.404575,0.2918,0.5393,0.5766,0.5723,0.6234,0.5127,0.5581,0.5046,0.6242,0.5514,0.5755,0.4829,0.5734
chr2:203705310,0.8559,0.8412,0.1382,0.7788,0.3741,0.826,0.9267,0.8026,0.7994,0.8009,0.7205,0.751925,0.6765,0.787,0.7887,0.7922,0.8227,0.784,0.8490000000000001,0.799,0.7423,0.7899,0.7752,0.7119,0.6186
chr2:203705344,0.8693,0.8656,0.0926,0.7932,0.305,0.8240000000000001,0.9193,0.8721,0.8198,0.8656,0.7826,0.85175,0.8155,0.8601,0.8318,0.85,0.8956,0.8726,0.8952,0.8564,0.7966,0.8689,0.868,0.8268,0.7166
chr16:89097217,0.6873,0.8337,0.3004,0.8173,0.0772,0.6625,0.9554,0.9408,0.9472,0.9523,0.9402,0.960775,0.9684,0.9677,0.88,0.9551,0.9555,0.8513,0.9103,0.8982,0.9344,0.9171,0.9146,0.848,0.9141
chr16:89097170,0.8295,0.8294,0.3932,0.825,0.1201,0.8111,0.8591,0.7913,0.8239,0.861,0.8813,0.849033333333333,0.9318,0.932,0.8439,0.9081,0.8064,0.7886,0.7495,0.7696,0.6559,0.8301,0.8372,0.7467,0.8603
chr19:49490616,0.9638,0.7999,0.6388,0.9286,0.6038,0.9618,0.9916,0.9715,0.9192,0.9702,0.9570000000000001,0.955375,0.9209999999999999,0.9698,0.9058,0.9498,0.9711,0.9258,0.9375,0.9364,0.9704,0.9316,0.9591,0.9244,0.9566
chr19:49490608,0.9697,0.833,0.6970000000000001,0.9420000000000001,0.6332,0.968,0.9824,0.9761,0.9552,0.9739,0.9697,0.971825,0.9506,0.9815,0.941,0.9533,0.9676,0.9241,0.9446,0.94,0.9688,0.9304,0.9587,0.9309999999999999,0.9599
chr16:89983694,0.9456,0.8909,0.7506,0.9336,0.8851,0.9371,0.9739,0.9765,0.9596,0.9473,0.9517,0.959375,0.943,0.9526,0.9227,0.9559,0.9717,0.9541,0.9673,0.9622,0.9740000000000001,0.97,0.9646,0.9491,0.9653
chr16:89983743,0.9171,0.8934,0.774,0.9168,0.8682,0.9195,0.9414,0.9185,0.9063,0.9066,0.9029,0.92845,0.882,0.8948,0.8954,0.9236,0.9149,0.9146,0.9219,0.9363,0.9171,0.9349,0.9307,0.9207,0.9292
chr7:98882185,0.9253,0.8929,0.3623,0.9098,0.732,0.9006,0.8883,0.89,0.9135,0.9001,0.8676,0.876225,0.8871,0.8948,0.8305,0.9165,0.8658,0.8109,0.8561,0.8595,0.8789,0.8525,0.8785,0.8522,0.8685
chr1:24535382,0.8742,0.4883,0.0971,0.0994,0.087,0.8836,0.9531,0.9141,0.8676,0.8854,0.961,0.95195,0.9354,0.9279,0.8712,0.9637,0.9195,0.8673,0.8873,0.8669,0.9232,0.9107,0.9091,0.8448,0.8859
chr1:24535429,0.748,0.4285,0.0631,0.0613,0.0528,0.7885,0.8594,0.7852,0.7722,0.8146,0.8326,0.8318,0.8477,0.8598,0.7213,0.8659,0.7934,0.8190000000000001,0.8286,0.8168,0.8555,0.8342,0.8431,0.7753,0.8219
chr17:82303210,0.7507,0.8859999999999999,0.1686,0.0615,0.2272,0.7262,0.8837,0.9371,0.9590000000000001,0.9446,0.9206,0.946325,0.951,0.9419,0.8734,0.9740000000000001,0.948,0.8741,0.8868,0.8961,0.7785,0.9316,0.9083,0.8912,0.9219
chr5:35856322,0.903,0.8589,0.3275,0.8464,0.4587,0.8909,0.8538,0.8932,0.9023,0.8801,0.8387,0.899025,0.8938,0.8959999999999999,0.8559,0.8714,0.8982,0.8754,0.8911,0.9075,0.8913,0.9149,0.8995,0.8505,0.9077
chr8:142844909,0.8752,0.893,0.096,0.2532,0.0696,0.866,0.6658,0.883,0.8999,0.8092,0.8999,0.888875,0.9073,0.9218,0.8593,0.8977,0.9282,0.8811,0.8975,0.8912,0.9054,0.9092,0.9091,0.8451,0.9103
chr11:67440027,0.8622,0.8958,0.2398,0.6907,0.5771,0.7796,0.9004,0.8539,0.855,0.9019,0.8804,0.90015,0.882,0.9102,0.7731,0.8957,0.8772,0.8458,0.8879,0.8683,0.8819,0.8878,0.9013,0.7895,0.8564
chr1:157133849,0.8908,0.9,0.1162,0.1563,0.0814,0.8616,0.8631,0.9073,0.8899,0.8836,0.9065,0.8854,0.8914,0.93,0.8613,0.9134,0.812,0.8485,0.9073,0.8863,0.9033,0.8942,0.9026,0.8587,0.9112
chr16:12460179,0.9621,0.8256,0.728,0.9717,0.9633,0.9656,0.9589,0.9633,0.7828,0.9643,0.9734,0.9709,0.9725,0.9670000000000001,0.9621,0.9754,0.9536,0.9495,0.9595,0.9539,0.9402,0.9662,0.9647,0.968,0.855
chr22:38758586,0.8535,0.607,0.2269,0.7436,0.3896,0.8533,0.9177,0.8945,0.9111,0.9111,0.8901,0.892125,0.898,0.9127,0.8686,0.8847,0.7888,0.8862,0.8997,0.8490000000000001,0.9001,0.8525,0.8982,0.8723,0.9007
chr7:583197,0.961,0.9588,0.7604,0.9542,0.9298,0.9421,0.9658,0.9447,0.9319,0.9408,0.9391,0.93865,0.9415,0.95,0.9142,0.9448,0.9670000000000001,0.9733,0.9619,0.9528,0.9713,0.9632,0.9664,0.9643,0.9658
chr11:121449218,0.8679,0.8329,0.41200000000000003,0.8682,0.5373,0.7395,0.9418,0.9011,0.8781,0.914,0.9037,0.9002,0.8761,0.9108,0.8882,0.9255,0.9216,0.9205,0.9251,0.9106,0.9146,0.9187,0.9261,0.9085,0.9251
chr19:49490616,0.9638,0.7999,0.6388,0.9286,0.6038,0.9618,0.9916,0.9715,0.9192,0.9702,0.9570000000000001,0.955375,0.9209999999999999,0.9698,0.9058,0.9498,0.9711,0.9258,0.9375,0.9364,0.9704,0.9316,0.9591,0.9244,0.9566
chr19:49490608,0.9697,0.833,0.6970000000000001,0.9420000000000001,0.6332,0.968,0.9824,0.9761,0.9552,0.9739,0.9697,0.971825,0.9506,0.9815,0.941,0.9533,0.9676,0.9241,0.9446,0.94,0.9688,0.9304,0.9587,0.9309999999999999,0.9599
chr11:118344095,0.7798,0.7576,0.0728,0.7701,0.0614,0.7615,0.8472,0.5322,0.6992,0.6027,0.6453,0.575275,0.4297,0.6006,0.489,0.6815,0.496,0.631,0.633,0.5711,0.607,0.6011,0.6359,0.5309,0.5114
chr11:118344130,0.8248,0.8689,0.1043,0.8555,0.08800000000000001,0.8836,0.934,0.8198,0.8499,0.7884,0.861,0.809025,0.7884,0.8551,0.818,0.9053,0.8568,0.862,0.8624,0.8392,0.8693,0.8631,0.848,0.8434,0.8465
chr13:41470537,0.8914,0.8943,0.2443,0.8762,0.4783,0.8768,0.9079999999999999,0.8755,0.8434,0.7042,0.8607,0.715675,0.7629,0.8794,0.8655,0.9122,0.9106,0.8804,0.8821,0.8559,0.8758,0.8947,0.8677,0.8847,0.9103
chr1:116754332,0.705,0.8534,0.0766,0.3647,0.0907,0.8632,0.8692,0.8289,0.8693,0.8888,0.8673,0.91395,0.8844,0.877,0.8293,0.8692,0.873,0.8072,0.875,0.8824,0.8924,0.8761,0.9113,0.8785,0.9056
chr13:24251835,0.9086,0.8917,0.1252,0.2237,0.0914,0.8918,0.9251,0.879,0.893,0.8961,0.9053,0.87685,0.8916,0.8913,0.8684,0.9181,0.8975,0.8236,0.8716,0.8408,0.8704,0.8722,0.868,0.825,0.8735
chr4:48134217,0.8212,0.8393,0.1262,0.0851,0.2376,0.7432,0.8868,0.7209,0.7141,0.8659,0.8416,0.83765,0.8606,0.8644,0.7390000000000001,0.8611,0.6673,0.7072,0.8333,0.7501,0.8217,0.7986,0.521,0.7365,0.7863
chr4:48134263,0.8637,0.8977,0.1199,0.0737,0.239,0.762,0.9375,0.8437,0.8427,0.9278,0.9033,0.9174,0.9049,0.9261,0.8519,0.9266,0.843,0.8447,0.9108,0.8692,0.9086,0.8929,0.818,0.8531,0.9073
chr13:109733829,0.9616,0.9686,0.9301,0.1803,0.884,0.9669,0.9708,0.9646,0.9661,0.972,0.9702,0.972,0.9727,0.9746,0.9658,0.9744,0.9723,0.9736,0.9719,0.9741,0.971,0.9691,0.9739,0.9715,0.9704
chr13:109733805,0.9535,0.9564,0.9191,0.1551,0.8819,0.9562,0.9667,0.9699,0.9640000000000001,0.9696,0.9633,0.959225,0.9525,0.9636,0.9428,0.9604,0.9652,0.9657,0.9615,0.9688,0.9626,0.9667,0.9695,0.9619,0.9665
chr4:39770231,0.9805,0.9828,0.9705,0.611,0.8883,0.9740000000000001,0.9917,0.9888,0.9841,0.9804,0.9798,0.986375,0.9834,0.9884,0.9766,0.9842,0.992,0.9895,0.9891,0.9886,0.99,0.9865,0.9889,0.9876,0.9868
chr13:109733829,0.9616,0.9686,0.9301,0.1803,0.884,0.9669,0.9708,0.9646,0.9661,0.972,0.9702,0.972,0.9727,0.9746,0.9658,0.9744,0.9723,0.9736,0.9719,0.9741,0.971,0.9691,0.9739,0.9715,0.9704
chr13:109733805,0.9535,0.9564,0.9191,0.1551,0.8819,0.9562,0.9667,0.9699,0.9640000000000001,0.9696,0.9633,0.959225,0.9525,0.9636,0.9428,0.9604,0.9652,0.9657,0.9615,0.9688,0.9626,0.9667,0.9695,0.9619,0.9665
chr3:129558478,0.9696,0.9716,0.9402,0.2362,0.7120000000000001,0.9681,0.9837,0.9637,0.9669,0.9432,0.9709,0.977125,0.9670000000000001,0.9708,0.9484,0.9745,0.9713,0.9733,0.9708,0.9764,0.9743,0.9766,0.9775,0.9716,0.9747
chr6:31900070,0.9466,0.9655,0.9246,0.0981,0.6213,0.9421,0.9799,0.9726,0.9714,0.9772,0.9557,0.9670000000000001,0.9674,0.977,0.9364,0.9693,0.9608,0.9385,0.9521,0.9509,0.9615,0.9584,0.9601,0.9344,0.9479
chr6:31900011,0.887,0.9758,0.9322,0.5009,0.7495,0.7713,0.9566,0.9454,0.917,0.9781,0.9309999999999999,0.927225,0.9767,0.972,0.912,0.9831,0.9368,0.9139,0.9238,0.9092,0.9524,0.9332,0.9491,0.8943,0.9078
chr6:31900059,0.9676,0.9729,0.9564,0.4964,0.8326,0.9602,0.9908,0.9841,0.9726,0.9772,0.9713,0.9727,0.9795,0.9797,0.938,0.9743,0.9876,0.983,0.9862,0.9867,0.9883,0.9862,0.9887,0.9864,0.9865
chr6:31900096,0.9398,0.9824,0.9148,0.3815,0.6238,0.8592,0.9917,0.9842,0.9803,0.9890000000000001,0.9722,0.9867,0.9884,0.9890000000000001,0.9582,0.9927,0.9893,0.9686,0.9811,0.9781,0.9853,0.9826,0.9825,0.9719,0.9776
chr6:31900045,0.9396,0.972,0.9209,0.2582,0.7053,0.8952,0.9883,0.9666,0.9548,0.8978,0.9586,0.9726,0.9783,0.9781,0.9084,0.977,0.9762,0.951,0.9569,0.95,0.9677,0.9619,0.9685,0.9527,0.9508
chr6:31900042,0.6292,0.7552,0.6882,0.158,0.4975,0.5707,0.7085,0.6772,0.6334,0.6748,0.6972,0.685175,0.7406,0.7373,0.6688,0.7326,0.6679999999999999,0.7335,0.7129,0.7217,0.7448,0.7331,0.7422,0.7140000000000001,0.7061
chr7:921685,0.9668,0.8340000000000001,0.9506,0.228,0.8555,0.9696,0.9856,0.9698,0.9725,0.9552,0.9765,0.96555,0.972,0.9808,0.965,0.777,0.9782,0.9807,0.9753,0.9826,0.9790000000000001,0.9826,0.9724,0.9739,0.9752
chr16:85642806,0.9014,0.9708,0.9533,0.3163,0.9655,0.8595,0.9598,0.9828,0.9699,0.9728,0.9408,0.939075,0.9653,0.9721,0.9544,0.9548,0.9689,0.9759,0.9854,0.9859,0.9722,0.9865,0.9878,0.9178,0.9798
chr14:105335369,0.9845,0.9846,0.9776,0.7911,0.9789,0.9791,0.9892,0.9906,0.9822,0.9862,0.9874,0.9883,0.9901,0.9898,0.9838,0.9849,0.9933,0.9913,0.9918,0.9909,0.9924,0.9904,0.9911,0.9915,0.9876
chr6:31900070,0.9466,0.9655,0.9246,0.0981,0.6213,0.9421,0.9799,0.9726,0.9714,0.9772,0.9557,0.9670000000000001,0.9674,0.977,0.9364,0.9693,0.9608,0.9385,0.9521,0.9509,0.9615,0.9584,0.9601,0.9344,0.9479
chr6:31900059,0.9676,0.9729,0.9564,0.4964,0.8326,0.9602,0.9908,0.9841,0.9726,0.9772,0.9713,0.9727,0.9795,0.9797,0.938,0.9743,0.9876,0.983,0.9862,0.9867,0.9883,0.9862,0.9887,0.9864,0.9865
chr6:31900096,0.9398,0.9824,0.9148,0.3815,0.6238,0.8592,0.9917,0.9842,0.9803,0.9890000000000001,0.9722,0.9867,0.9884,0.9890000000000001,0.9582,0.9927,0.9893,0.9686,0.9811,0.9781,0.9853,0.9826,0.9825,0.9719,0.9776
chr6:31900045,0.9396,0.972,0.9209,0.2582,0.7053,0.8952,0.9883,0.9666,0.9548,0.8978,0.9586,0.9726,0.9783,0.9781,0.9084,0.977,0.9762,0.951,0.9569,0.95,0.9677,0.9619,0.9685,0.9527,0.9508
chr6:31900042,0.6292,0.7552,0.6882,0.158,0.4975,0.5707,0.7085,0.6772,0.6334,0.6748,0.6972,0.685175,0.7406,0.7373,0.6688,0.7326,0.6679999999999999,0.7335,0.7129,0.7217,0.7448,0.7331,0.7422,0.7140000000000001,0.7061
chr10:812877,0.9639,0.9706,0.9386,0.3642,0.8972,0.9553,0.9856,0.9726,0.8683,0.9747,0.9479,0.97235,0.9691,0.9704,0.9484,0.9682,0.9751,0.9789,0.9263,0.9771,0.9779,0.9727,0.9799,0.9809,0.968
chr19:647289,0.9793,0.9440000000000001,0.966,0.6632,0.9715,0.9794,0.9878,0.9840000000000001,0.9788,0.9832,0.9818,0.974325,0.9769,0.9816,0.9784,0.9819,0.9785,0.9818,0.9858,0.9823,0.9781,0.9713,0.9824,0.9805,0.9815
chr12:10312673,0.9559,0.9507,0.9351,0.1423,0.8326,0.9490000000000001,0.9755,0.9532,0.9377,0.8712,0.9352,0.95545,0.9063,0.9036,0.9326,0.9461,0.9721,0.9693,0.97,0.9761,0.9709,0.9693,0.9663,0.9582,0.9592
chr19:4652239,0.9740000000000001,0.9678,0.9622,0.6533,0.9722,0.9678,0.9871,0.9840000000000001,0.9732,0.9691,0.9723,0.980775,0.9702,0.9743,0.9526,0.9705,0.9889,0.9871,0.9837,0.9874,0.988,0.9861,0.9843,0.9869,0.9834
chr6:2436908,0.9734,0.9734,0.9634,0.6604,0.9075,0.9744,0.9853,0.9784,0.9783,0.9839,0.9787,0.981125,0.9846,0.9819,0.9758,0.9803,0.9858,0.9823,0.9839,0.9778,0.9806,0.9809,0.9823,0.9806,0.9815
chr6:2436913,0.9129999999999999,0.8954,0.8711,0.6662,0.8377,0.8928,0.9437,0.9099,0.9001,0.9127,0.9097,0.9087,0.9241,0.9295,0.8964,0.9208,0.9282,0.9311,0.9319,0.9262,0.8975,0.9163,0.9296,0.9172,0.9324
chr6:31900142,0.5771,0.8956,0.5892,0.2619,0.4824,0.5184,0.7862,0.9365,0.8723,0.9506,0.8933,0.9455,0.9458,0.9315,0.8340000000000001,0.9671,0.9263,0.8944,0.9341,0.9101,0.956,0.9414,0.9428,0.9055,0.9181
chr6:31900070,0.9466,0.9655,0.9246,0.0981,0.6213,0.9421,0.9799,0.9726,0.9714,0.9772,0.9557,0.9670000000000001,0.9674,0.977,0.9364,0.9693,0.9608,0.9385,0.9521,0.9509,0.9615,0.9584,0.9601,0.9344,0.9479
chr6:31900059,0.9676,0.9729,0.9564,0.4964,0.8326,0.9602,0.9908,0.9841,0.9726,0.9772,0.9713,0.9727,0.9795,0.9797,0.938,0.9743,0.9876,0.983,0.9862,0.9867,0.9883,0.9862,0.9887,0.9864,0.9865
chr6:31900096,0.9398,0.9824,0.9148,0.3815,0.6238,0.8592,0.9917,0.9842,0.9803,0.9890000000000001,0.9722,0.9867,0.9884,0.9890000000000001,0.9582,0.9927,0.9893,0.9686,0.9811,0.9781,0.9853,0.9826,0.9825,0.9719,0.9776
chr6:31900138,0.5839,0.8124,0.5893,0.3626,0.5117,0.5384,0.6922,0.8292,0.7954,0.8305,0.7969,0.8249,0.8376,0.8539,0.7704,0.8566,0.8392,0.8014,0.8505,0.8134,0.8566,0.8467,0.8431,0.7994,0.8306
chr6:31900129,0.6758,0.9012,0.7306,0.3503,0.5691,0.5852,0.8104,0.9027,0.8636,0.9095,0.8747,0.899025,0.9205,0.9066,0.8591,0.9206,0.9161,0.8759999999999999,0.9139,0.9029,0.9105,0.9136,0.9095,0.8753,0.9048
chr17:46024096,0.9752,0.9742,0.9735,0.5361,0.9790000000000001,0.9761,0.9868,0.9849,0.6155,0.98,0.9651,0.98175,0.9745,0.9843,0.9738,0.9757,0.99,0.9868,0.9732,0.9544,0.9857,0.976,0.9858,0.9832,0.9845
chr17:46024087,0.9762,0.9735,0.9721,0.4978,0.9758,0.9788,0.9851,0.9834,0.5848,0.9744,0.9766,0.986275,0.9763,0.9802,0.981,0.9844,0.986,0.9894,0.9738,0.956,0.985,0.9761,0.9872,0.9899,0.9859
chr6:31899949,0.8689,0.9724,0.9478,0.5245,0.847,0.7462,0.9599,0.9272,0.8413,0.9741,0.9241,0.884375,0.9364,0.9504,0.8793,0.963,0.9266,0.9446,0.9315,0.9404,0.9588,0.9374,0.9674,0.8961,0.907
chr6:31899921,0.965,0.9775,0.9658,0.5581,0.9507,0.9123,0.9887,0.9681,0.9584,0.9837,0.9670000000000001,0.9728,0.9777,0.9809,0.9516,0.9773,0.9620000000000001,0.9673,0.9664,0.9703,0.9743,0.9709,0.978,0.9586,0.9575
chr6:31899930,0.9062,0.9716,0.941,0.4818,0.8953,0.8111,0.9599,0.9455,0.8868,0.9714,0.93,0.926325,0.9548,0.9701,0.9095,0.9646,0.9464,0.9448,0.9413,0.9429,0.9598,0.9477,0.9622,0.92,0.9285
chr22:46289575,0.9621,0.9479,0.9424,0.306,0.8204,0.9633,0.9872,0.9611,0.9658,0.9528,0.9566,0.9755,0.9612,0.9695,0.9454,0.9737,0.951,0.9776,0.9671,0.6931,0.9761,0.9738,0.9754,0.9783,0.9648
chr6:31900070,0.9466,0.9655,0.9246,0.0981,0.6213,0.9421,0.9799,0.9726,0.9714,0.9772,0.9557,0.9670000000000001,0.9674,0.977,0.9364,0.9693,0.9608,0.9385,0.9521,0.9509,0.9615,0.9584,0.9601,0.9344,0.9479
chr6:31900011,0.887,0.9758,0.9322,0.5009,0.7495,0.7713,0.9566,0.9454,0.917,0.9781,0.9309999999999999,0.927225,0.9767,0.972,0.912,0.9831,0.9368,0.9139,0.9238,0.9092,0.9524,0.9332,0.9491,0.8943,0.9078
chr6:31900059,0.9676,0.9729,0.9564,0.4964,0.8326,0.9602,0.9908,0.9841,0.9726,0.9772,0.9713,0.9727,0.9795,0.9797,0.938,0.9743,0.9876,0.983,0.9862,0.9867,0.9883,0.9862,0.9887,0.9864,0.9865
chr6:31900045,0.9396,0.972,0.9209,0.2582,0.7053,0.8952,0.9883,0.9666,0.9548,0.8978,0.9586,0.9726,0.9783,0.9781,0.9084,0.977,0.9762,0.951,0.9569,0.95,0.9677,0.9619,0.9685,0.9527,0.9508
chr6:31900042,0.6292,0.7552,0.6882,0.158,0.4975,0.5707,0.7085,0.6772,0.6334,0.6748,0.6972,0.685175,0.7406,0.7373,0.6688,0.7326,0.6679999999999999,0.7335,0.7129,0.7217,0.7448,0.7331,0.7422,0.7140000000000001,0.7061
chr11:64766151,0.9777,0.9801,0.968,0.5461,0.841,0.9746,0.9815,0.9907,0.7288,0.9739,0.9838,0.977275,0.9674,0.9848,0.9765,0.9842,0.9816,0.9878,0.9857,0.9872,0.9878,0.987,0.9895,0.9889,0.9815
chr16:31064038,0.9789,0.9774,0.9671,0.6659,0.8912,0.9762,0.9886,0.9853,0.9793,0.9764,0.9753,0.9825,0.98,0.9817,0.9522,0.9779,0.9840000000000001,0.9632,0.9834,0.9807,0.9843,0.9805,0.9801,0.9766,0.9758
chr17:46024096,0.9752,0.9742,0.9735,0.5361,0.9790000000000001,0.9761,0.9868,0.9849,0.6155,0.98,0.9651,0.98175,0.9745,0.9843,0.9738,0.9757,0.99,0.9868,0.9732,0.9544,0.9857,0.976,0.9858,0.9832,0.9845
chr17:46024087,0.9762,0.9735,0.9721,0.4978,0.9758,0.9788,0.9851,0.9834,0.5848,0.9744,0.9766,0.986275,0.9763,0.9802,0.981,0.9844,0.986,0.9894,0.9738,0.956,0.985,0.9761,0.9872,0.9899,0.9859
chr1:172659374,0.9599,0.9570000000000001,0.722,0.1496,0.6015,0.9439,0.9711,0.9695,0.938,0.9427,0.9479,0.9658,0.956,0.9662,0.9266,0.9496,0.9653,0.9487,0.9546,0.9598,0.9681,0.9693,0.9689,0.9581,0.9670000000000001
chr15:90827003,0.9122,0.9512,0.8621,0.2152,0.7440000000000001,0.8797,0.9740000000000001,0.9599,0.9357,0.9196,0.9289,0.9424,0.9343,0.9543,0.9026,0.9529,0.9548,0.9312,0.9549,0.9407,0.9615,0.9522,0.9445,0.9385,0.9361
chr14:99321222,0.9363,0.9256,0.9282,0.0647,0.9055,0.9358,0.8768,0.9338,0.7603,0.9023,0.8987,0.9263,0.8831,0.8829,0.8936,0.9229999999999999,0.9212,0.9255,0.9329,0.9248,0.9332,0.9271,0.9251,0.9264,0.9266
chr10:70597979,0.9632,0.9614,0.9590000000000001,0.6464,0.9636,0.9640000000000001,0.9812,0.9711,0.9523,0.9520000000000001,0.9713,0.972025,0.9445,0.9744,0.9534,0.9695,0.9649,0.9649,0.9717,0.9697,0.975,0.9739,0.9741,0.9679,0.9697
chr2:135169064,0.9569,0.9640000000000001,0.9496,0.5425,0.8688,0.9556,0.9783,0.9798,0.7552,0.9651,0.9690000000000001,0.9732,0.9555,0.9698,0.9597,0.9719,0.9733,0.9665,0.9693,0.9774,0.9786,0.976,0.9768,0.9707,0.9719
chr10:812983,0.8414,0.91,0.9167,0.3226,0.9004,0.795,0.9587,0.9586,0.8588,0.9423,0.9198,0.959475,0.9307,0.9493,0.8926,0.9401,0.9668,0.9771,0.9461,0.9778,0.9763,0.973,0.9718,0.9665,0.9437
chr10:812960,0.8140000000000001,0.9254,0.8963,0.3405,0.8428,0.7824,0.9154,0.9390000000000001,0.8661,0.9540000000000001,0.9289,0.953,0.9404,0.9477,0.909,0.9457,0.9393,0.9563,0.9177,0.9573,0.956,0.9467,0.9576,0.9477,0.9416
chr7:74231600,0.9131,0.8177,0.9073,0.0976,0.9073,0.9217,0.8803,0.929,0.9061,0.8868,0.8634,0.937675,0.9032,0.8793,0.8696,0.9237,0.932,0.9476,0.9398,0.9329999999999999,0.9409,0.9336,0.9348,0.8847,0.9363
chr7:74231636,0.9002,0.767,0.8918,0.1434,0.8839,0.9008,0.9113,0.8963,0.8901,0.8853,0.8753,0.891075,0.8724,0.9259999999999999,0.8681,0.8974,0.909,0.9189,0.9053,0.9038,0.9118,0.9009999999999999,0.9077,0.7679,0.905
chr6:168884249,0.9598,0.9697,0.8437,0.4692,0.8192,0.9625,0.9712,0.8639,0.9714,0.9675,0.9642,0.96775,0.9681,0.9695,0.9454,0.9740000000000001,0.9284,0.9704,0.9576,0.9559,0.9555,0.9653,0.9533,0.9582,0.9597
chr6:168884224,0.9725,0.9788,0.9144,0.632,0.9044,0.9757,0.9772,0.8673,0.9703,0.9776,0.9813,0.963475,0.9755,0.9846,0.9572,0.9721,0.9421,0.9729,0.9682,0.9571,0.9642,0.9657,0.9593,0.9682,0.9620000000000001
chr2:227320680,0.9562,0.9579,0.946,0.5429,0.937,0.9478,0.9707,0.9702,0.9398,0.941,0.9493,0.9396,0.9412,0.9412,0.897,0.9468,0.9704,0.9520000000000001,0.9471,0.9813,0.975,0.9794,0.9728,0.9701,0.9690000000000001
chr19:29673913,0.961,0.9711,0.9255,0.6348,0.9294,0.925,0.9812,0.9801,0.9670000000000001,0.9628,0.9456,0.9590000000000001,0.9448,0.9591,0.9068,0.966,0.9816,0.9874,0.9647,0.9679,0.9892,0.9858,0.9819,0.9847,0.9785
chr17:82435790,0.9537,0.8972,0.9517,0.4832,0.9604,0.9488,0.9876,0.9714,0.9154,0.9594,0.9349,0.93725,0.9399,0.9214,0.902,0.972,0.9625,0.9783,0.9811,0.9868,0.8057,0.9736,0.9677,0.9786,0.9476
chr7:139635600,0.9728,0.9708,0.322,0.308,0.6911,0.9701,0.9790000000000001,0.9621,0.8789,0.9707,0.9753,0.97765,0.9752,0.9718,0.9498,0.9733,0.9762,0.9704,0.9749,0.9732,0.9756,0.9728,0.9737,0.9738,0.9640000000000001
chr19:18149520,0.9699,0.9726,0.9597,0.3282,0.9512,0.9664,0.9761,0.8971,0.9483,0.9586,0.9681,0.963175,0.9668,0.9774,0.9267,0.5801,0.9716,0.8949,0.9093,0.6986,0.9796,0.9692,0.9773,0.9669,0.9621
chr19:18149540,0.9543,0.958,0.9364,0.3321,0.9252,0.9492,0.9827,0.8745,0.9083,0.9426,0.9440000000000001,0.95615,0.9423,0.9588,0.8746,0.4866,0.9838,0.8471,0.8739,0.629,0.9858,0.9648,0.9839,0.9612,0.9583
chr10:86706632,0.9534,0.9524,0.9299,0.4781,0.9309999999999999,0.9440000000000001,0.9785,0.9671,0.9534,0.9558,0.9577,0.938425,0.7786,0.9251,0.9359999999999999,0.895,0.953,0.9754,0.9668,0.9516,0.9706,0.9725,0.9684,0.9522,0.9672
chr4:970223,0.9587,0.9528,0.9359999999999999,0.4119,0.6598,0.9494,0.978,0.963,0.9490000000000001,0.93,0.9504,0.95355,0.9485,0.9472,0.9278,0.7055,0.9492,0.9668,0.9648,0.9703,0.9733,0.9724,0.9628,0.9708,0.9654
chr4:970180,0.9646,0.9665,0.9552,0.6443,0.7464,0.961,0.9848,0.9803,0.9656,0.9664,0.9631,0.9677,0.9644,0.9651,0.9416,0.9591,0.9871,0.9743,0.9796,0.9826,0.9828,0.9823,0.9783,0.9822,0.9805
chr7:101206876,0.9487,0.9598,0.9509,0.6536,0.9167,0.9648,0.9423,0.9668,0.9719,0.9664,0.9728,0.96935,0.9675,0.9714,0.9638,0.9636,0.9527,0.9767,0.9605,0.9646,0.9679,0.9690000000000001,0.9711,0.9704,0.9619
chr11:120956882,0.9783,0.9796,0.9717,0.799,0.9753,0.9716,0.9799,0.9825,0.9843,0.981,0.9775,0.975425,0.9681,0.9775,0.981,0.9797,0.9804,0.9783,0.9729,0.9804,0.9827,0.9801,0.9793,0.9797,0.9754
